ID	ImageNum	Title	Filename	OriginalFilename	Author	Year1stPub	BildSource	Caption	ELibrary	CXDatabase	SourcesDB	Ullibrary	Nix	Marked	Publishist	Format	SoFRefID	SoFDate
4995	BL4995	Lokajski Powstancy w rdmieciu 1944	BL4995-Lokajski-Powstancy_w_rdmieciu_1944.jpg			1944		Lokajski Powstancy w rdmieciu 1944		True								
4996	BL4996	London Jack	BL4996-London-Jack.jpg					London Jack		True								
4997	BL4997	London Jack	BL4997-London-Jack_1914.jpg			1914		London Jack		True								
4998	BL4998	Lorca 1914	BL4998-Lorca_1914.jpg			1914		Lorca 1914		True								
4999	BL4999	Loving Mildred & Richard	BL4999-Loving-Mildred&Richard_.jpg					Loving Mildred & Richard		True								
5000	BL5000	Ludlow Death Car	BL5000-Ludlow_Death_Car.jpg					Ludlow Death Car		True								
5001	BL5001	Lukacs Gyorgy	BL5001-Lukacs_Gyorgy.jpg					Lukacs Gyorgy		True								
5002	BL5002	Lumumba Patrice	BL5002-Lumumba-Patrice-IISG.jpg					Lumumba Patrice		True								
5003	BL5003	Luther Diet of Worms	BL5003-Luther_DietofWorms.jpg					Luther Diet of Worms		True								
5004	BL5004	Luther Martin Cranach	BL5004-Luther-Martin_Cranach.jpg					Luther Martin Cranach		True								
5005	BL5005	Luther vor Cajetan	BL5005-Luther-vor-Cajetan.jpg					Luther vor Cajetan		True								
5006	BL5006	Luxemburg Rosa	BL5006-Luxemburg-Rosa.jpg					Luxemburg Rosa		True								
5007	BL5007	Luxemburg Rosa	BL5007-Luxemburg-Rosa2.jpg					Luxemburg Rosa		True								
5008	BL5008	Luxemburg Speech	BL5008-Luxemburg-Speech.jpg					Luxemburg Speech		True								
5009	BL5009	Lynching of Leo Frank	BL5009-Lynching_of_Leo_Frank.jpg					Lynching of Leo Frank		True								
5010	BL5010	Lytras nikiforos pyrpolisi tourkikis navarhidas apo-ka	BL5010-Lytras-nikiforos-pyrpolisi-tourkikis-navarhidas-apo-ka.jpg					Lytras nikiforos pyrpolisi tourkikis navarhidas apo-ka		True								
5011	BL5011	Maathai Wangari	BL5011-Maathai-Wangari.jpg					Maathai Wangari		True								
5012	BL5012	Mackenzie William Lyon	BL5012-Mackenzie-William-Lyon.jpg					Mackenzie William Lyon		True								
5013	BL5013	Macphail Agnes	BL5013-Macphail-Agnes.jpg					Macphail Agnes		True								
5014	BL5014	Madrid Acampada Sol 2011	BL5014-Madrid-Acampada_Sol_2011.JPG			2011		Madrid Acampada Sol 2011		True								
5015	BL5015	Malcolm X	BL5015-Malcolm_X.jpg					Malcolm X		True								
5016	BL5016	Malcolm -X	BL5016-Malcolm-X2.jpg					Malcolm -X		True								
5017	BL5017	Mandela Nelson	BL5017-Mandela-Nelson-2008.jpg			2008		Mandela Nelson		True								
5018	BL5018	Manif Tunisie Nantes	BL5018-Manif_Tunisie_Nantes.JPG					Manif Tunisie Nantes		True								
5019	BL5019	Manifestaci 27 dagost	BL5019-Manifestaci_27_dagost.jpg					Manifestaci 27 dagost		True								
5020	BL5020	Manifestacio 22 gener	BL5020-Manifestacio22gener.jpg					Manifestacio 22 gener		True								
5021	BL5021	Manifestation UGTT anti RCD	BL5021-Manifestation_UGTT_anti_RCD_I.JPG					Manifestation UGTT anti RCD		True								
5022	BL5022	Manifestations des indigns Bastille	BL5022-Manifestations_des_indigns_Bastille_03.jpg					Manifestations des indigns Bastille		True								
5023	BL5023	Manning Billboard	BL5023-Manning_Billboard.jpg					Manning Billboard		True								
5024	BL5024	Marat Jean Paul	BL5024-Marat-Jean-Paul.jpg					Marat Jean Paul		True								
5025	BL5025	March for Womens Lives	BL5025-March_for_Womens_Lives.jpg					March for Womens Lives		True								
5026	BL5026	March on Washington	BL5026-March_on_Washington.jpg					March on Washington		True								
5027	BL5027	March 15	BL5027-March15.jpg					March 15		True								
5028	BL5028	Marcha Indignada	BL5028-Marcha_Indignada_065.JPG					Marcha Indignada		True								
5029	BL5029	Marcha indignada Aranjuez	BL5029-Marcha_indignada_Aranjuez.JPG					Marcha indignada Aranjuez		True								
5030	BL5030	Marcha Yo Soy 132	BL5030-MarchaYoSoy132.jpg					Marcha Yo Soy 132		True								
5031	BL5031	March Women Versailles 5-6 Oct 1789	BL5031-MarchWomenVersailles5-6Oct1789.jpg			1789		March Women Versailles 5-6 Oct 1789		True								
5032	BL5032	Marti Jose	BL5032-Marti-Jose.jpg					Marti Jose		True								
5033	BL5033	Martyrscolour	BL5033-Martyrscolour.jpg					Martyrscolour		True								
5034	BL5034	Marx & Engels	BL5034-Marx&Engels.jpg					Marx & Engels		True								
5035	BL5035	Marx Eleanor	BL5035-Marx-Eleanor.jpg					Marx Eleanor		True								
5036	BL5036	Marx Engels with Socialists in Paris	BL5036-MarxEngelswithSocialistsinParis.gif					Marx Engels with Socialists in Paris		True								
5037	BL5037	Marx Karl	BL5037-Marx-Karl_001.jpg					Marx Karl		True								
5038	BL5038	Marzkampfe Plakatwand	BL5038-Marzkampfe_Plakatwand.jpg					Marzkampfe Plakatwand		True								
5039	BL5039	Massacre of Peterloo	BL5039-Massacre_of_Peterloo.jpg					Massacre of Peterloo		True								
5040	BL5040	Meena founder of RAWA	BL5040-Meena_founder_of_RAWA.jpg					Meena founder of RAWA		True								
5041	BL5041	Melbourne 8 Hour Day March c1900	BL5041-Melbourne_8HourDayMarch-c1900.jpg			1900		Melbourne 8 Hour Day March c1900		True								
5042	BL5042	Menchu Rigoberta	BL5042-Menchu-Rigoberta.jpg					Menchu Rigoberta		True								
5043	BL5043	Mendel Gregor	BL5043-Mendel-Gregor.jpg					Mendel Gregor		True								
5044	BL5044	Metis Prisoners	BL5044-MetisPrisoners.jpg					Metis Prisoners		True								
5045	BL5045	MHW 97_1	BL5045-mhw97_1.jpg					MHW 97_1		True								
5046	BL5046	Michael Meienburg 1555	BL5046-Michael-Meienburg-1555.jpg					Michael Meienburg 1555		True								
5047	BL5047	Miller Arthur	BL5047-Miller-Arthur.jpg					Miller Arthur		True								
5048	BL5048	Miners strike picket	BL5048-Miners_strike_picket.jpg					Miners strike picket		True								
5049	BL5049	Miners Strike Rally London 1984	BL5049-MinersStrikeRallyLondon1984.jpg			1984		Miners Strike Rally London 1984		True								
5050	BL5050	Monolito villalar	BL5050-Monolito-villalar.jpg					Monolito villalar		True								
5051	BL5051	Montgomerys Tavern	BL5051-Montgomerys_Tavern.jpg					Montgomerys Tavern		True								
5052	BL5052	Morris William	BL5052-Morris-William_Age53.jpg					Morris William		True								
5053	BL5053	Moscow Trials	BL5053-MoscowTrials.jpg					Moscow Trials		True								
5054	BL5054	Mother Jones	BL5054-MotherJones.jpg					Mother Jones		True								
5055	BL5055	Mother Jones 1902-11-04	BL5055-MotherJones_1902-11-04.jpg			1902		Mother Jones 1902-11-04		True								
5056	BL5056	Moti 1898 Piazza Duomo	BL5056-Moti_1898_PiazzaDuomo.jpg			1898		Moti 1898 Piazza Duomo		True								
5057	BL5057	Motto web dubois	BL5057-Motto_web_dubois.jpg					Motto web dubois		True								
5058	BL5058	Mtmendur vingish	BL5058-Mtmendur_vingish.jpg					Mtmendur vingish		True								
5059	BL5059	Muentzer Thomas	BL5059-Muentzer-Thomas.jpg					Muentzer Thomas		True								
5060	BL5060	Murder Sharpeville 21 March 1960	BL5060-Murder_Sharpeville21March1960.jpg			1960		Murder Sharpeville 21 March 1960		True								
5061	BL5061	Muste Abraham 1931	BL5061-Muste-Abraham-1931.jpg			1931		Muste Abraham 1931		True								
5062	BL5062	My Lai massacre	BL5062-My_Lai_massacre.jpg					My Lai massacre		True								
5063	BL5063	Nader Ralph October 4 2008	BL5063-Nader-Ralph-October_4_2008.jpg			2008		Nader Ralph October 4 2008		True								
5064	BL5064	Nader Ralph Florida State University 1980s	BL5064-Nader-Ralph-FloridaStateUniversity1980s.jpg			1980		Nader Ralph Florida State University 1980s		True								
5065	BL5065	Nader speaks	BL5065-Naderspeak.JPG					Nader speaks		True								
5066	BL5066	Nearing Scott	BL5066-Nearing-Scott.jpg					Nearing Scott		True								
5067	BL5067	Nearing Scott	BL5067-Nearing-Scott.jpg					Nearing Scott		True								
5068	BL5068	Nearing Scott 1919	BL5068-Nearing-Scott-1919.jpg			1919		Nearing Scott 1919		True								
5069	BL5069	Neill AS birthday	BL5069-Neill-AS_birthday.jpg					Neill AS birthday		True								
5070	BL5070	Neruda Pablo	BL5070-Neruda-Pablo.jpg					Neruda Pablo		True								
5071	BL5071	Nettlau Max	BL5071-Nettlau-Max.jpg					Nettlau Max		True								
5072	BL5072	New Harmony Vision	BL5072-NewHarmonyVision.jpg					New Harmony Vision		True								
5073	BL5073	Nin Andreu	BL5073-Nin-Andreu.jpg					Nin Andreu		True								
5074	BL5074	NSW Builders Labourers IWD 1975	BL5074-NSWBuildersLabourers_IWD1975.jpg			1975		NSW Builders Labourers IWD 1975		True								
5075	BL5075	Nyerere Julius	BL5075-Nyerere-Julius.jpg					Nyerere Julius		True								
5076	BL5076	OCasey Sean	BL5076-OCaseySean1924.jpg			1924		OCasey Sean		True								
5077	BL5077	OCasey Sean	BL5077-OCasey-Sean_byReginaldGray.jpg					OCasey Sean		True								
5078	BL5078	Occupy Wall Street Sept 30 2011	BL5078-OccupyWallStreet_Sept_30_2011.JPG			2011		Occupy Wall Street Sept 30 2011		True								
5079	BL5079	Ochs Phil	BL5079-Ochs-Phil-3.gif					Ochs Phil		True								
5080	BL5080	Ochs Young	BL5080-Ochs-Young.jpg					Ochs Young		True								
5081	BL5081	Ocupacion 1916	BL5081-Ocupacion-1916.jpg			1916		Ocupacion 1916		True								
5082	BL5082	Odets Clifford	BL5082-Odets-Clifford.jpg					Odets Clifford		True								
5083	BL5083	Ohare Kate	BL5083-Ohare-Kate.jpg					Ohare Kate		True								
5084	BL5084	Opechancanough	BL5084-Opechancanough.jpg					Opechancanough		True								
5085	BL5085	Ordre Armee Tunisienne 2011	BL5085-OrdreArmeeTunisienne2011.JPG			2011		Ordre Armee Tunisienne 2011		True								
5086	BL5086	Oscar Arnulfo Romero	BL5086-OscarArnulfoRomero.jpg					Oscar Arnulfo Romero		True								
5087	BL5087	Oscar Romero Assassination	BL5087-OscarRomeroAssassination.jpg					Oscar Romero Assassination		True								
5088	BL5088	Osceola	BL5088-Osceola.jpg					Osceola		True								
5089	BL5089	Osceola	BL5089-Osceola_Kenney&Hall.jpg					Osceola		True								
5090	BL5090	Osceola Seized	BL5090-OsceolaSeized.jpg					Osceola Seized		True								
5091	BL5091	Ossietzky	BL5091-Ossietzky.jpg					Ossietzky		True								
5092	BL5092	Ossietzky Carl	BL5092-Ossietzky-Carl.jpg					Ossietzky Carl		True								
5093	BL5093	Owen Robert	BL5093-Owen-Robert_byJohnCranch.jpg					Owen Robert		True								
5094	BL5094	Owen Robert	BL5094-Owen-Robert-Portrait.jpg					Owen Robert		True								
5095	BL5095	Padilla Juan de	BL5095-Padilla-Juan_de.gif					Padilla Juan de		True								
5096	BL5096	Padlocked Newspaper	BL5096-Padlocked_Newspaper.jpg					Padlocked Newspaper		True								
5097	BL5097	Paige Satchel	BL5097-Paige-Satchel.jpg					Paige Satchel		True								
5098	BL5098	Paine Thomas	BL5098-Paine-Thomas.jpg					Paine Thomas		True								
5099	BL5099	Paine Thomas by Matthew Pratt	BL5099-Paine-Thomas_byMatthewPratt.jpg					Paine Thomas by Matthew Pratt		True								
5100	BL5100	Palach Jan	BL5100-Palach-Jan.jpg					Palach Jan		True								
5101	BL5101	Parker Richard about to be hanged	BL5101-Parker-Richard_abouttobehanged.JPG					Parker Richard about to be hanged		True								
5102	BL5102	Palekh Comintern	BL5102-PalekhComintern.jpg					Palekh Comintern		True								
5103	BL5103	Pancho Villa	BL5103-Pancho_Villa.jpg					Pancho Villa		True								
5104	BL5104	Pankhurst Emmeline	BL5104-Pankhurst-Emmeline.jpg					Pankhurst Emmeline		True								
5105	BL5105	Pannekoek Antonie	BL5105-Pannekoek-Antonie.jpg					Pannekoek Antonie		True								
5106	BL5106	Papanek Victor	BL5106-Papanek-Victor.jpg					Papanek Victor		True								
5107	BL5107	Papineau	BL5107-Papineau.jpg					Papineau		True								
5108	BL5108	Papineau Louis Joseph 1878	BL5108-Papineau-Louis-Joseph_1878.jpg					Papineau Louis Joseph 1878		True								
5109	BL5109	Parker Richard	BL5109-Parker-Richard.JPG					Parker Richard		True								
5110	BL5110	Parks Rosa	BL5110-Parks-Rosa.jpg					Parks Rosa		True								
5111	BL5111	Parks Rosa Booking	BL5111-Parks-Rosa_Booking.jpg					Parks Rosa Booking		True								
5112	BL5112	Parks Rosa fingerprints	BL5112-Parks-Rosa_fingerprints.jpg					Parks Rosa fingerprints		True								
5113	BL5113	Parlamentcamp Barcelona	BL5113-Parlamentcamp_barcelona.jpg					Parlamentcamp Barcelona		True								
5114	BL5114	Parsons Lucy	BL5114-Parsons-Lucy.jpg					Parsons Lucy		True								
5115	BL5115	Parsons Lucy	BL5115-Parsons-Lucy-220px.jpg					Parsons Lucy		True								
5116	BL5116	Pauling Linus	BL5116-Pauling_Linus.jpg					Pauling Linus		True								
5117	BL5117	Pauling Linus	BL5117-PaulingL.jpg					Pauling Linus		True								
5118	BL5118	Paxton massacre	BL5118-Paxton_massacre.jpg					Paxton massacre		True								
5119	BL5119	Pele 1960	BL5119-Pele_1960.jpg			1960		Pele 1960		True								
5120	BL5120	Peltier Leonard FBI Poster	BL5120-Peltier-Leonard_FBIPoster.jpg					Peltier Leonard FBI Poster		True								
5121	BL5121	Pendn gigante Plaza Mayor de Villalar	BL5121-Pendn_gigante_Plaza_Mayor_de_Villalar.jpg					Pendn gigante Plaza Mayor de Villalar		True								
5122	BL5122	Peoples Park 25 years	BL5122-PeoplesPark_25years.jpg					Peoples Park 25 years		True								
5123	BL5123	Peterloo Massacre	BL5123-Peterloo_Massacre.png					Peterloo Massacre		True								
5124	BL5124	Pfeifenraucher	BL5124-Pfeifenraucher.jpg					Pfeifenraucher		True								
5125	BL5125	Phillips Utah	BL5125-Phillips-Utah.jpg					Phillips Utah		True								
5126	BL5126	Phillips Utah death note	BL5126-Phillips-Utah_deathnote.png					Phillips Utah death note		True								
5127	BL5127	Pilecki Auschwitz	BL5127-Pilecki_ausch_f.jpg					Pilecki Auschwitz		True								
5128	BL5128	Pilecki Witold	BL5128-Pilecki-Witold.JPG					Pilecki Witold		True								
5129	BL5129	Plekhanov	BL5129-Plekhanov.jpg					Plekhanov		True								
5130	BL5130	Plekhanov Georgi	BL5130-Plekhanov-Georgi.jpg					Plekhanov Georgi		True								
5131	BL5131	Ponce Massacre	BL5131-Ponce_Massacre.JPG					Ponce Massacre		True								
5132	BL5132	Pontiac	BL5132-Pontiac.jpg					Pontiac		True								
5133	BL5133	Pontiac chief	BL5133-Pontiac_chief.png					Pontiac chief		True								
5134	BL5134	Pontiac conspiracy	BL5134-Pontiac_conspiracy.jpg					Pontiac conspiracy		True								
5135	BL5135	Post Office 1938	BL5135-Post_Office_1938.jpg			1938		Post Office 1938		True								
5136	BL5136	Post Office riot	BL5136-Post_Office_riot.jpg					Post Office riot		True								
5137	BL5137	Poznan 1956	BL5137-Poznan_1956.jpg			1956		Poznan 1956		True								
5138	BL5138	Prise de la Bastille	BL5138-Prise_de_la_Bastille.jpg			1789		Prise de la Bastille		True								
5139	BL5139	Prisoners barracks dachau	BL5139-Prisoners_barracks_dachau.jpg					Prisoners barracks dachau		True								
5140	BL5140	Prisoners liberation dachau	BL5140-Prisoners_liberation_dachau.jpg					Prisoners liberation dachau		True								
5141	BL5141	Protestas Puerta del Sol Madrid mayo 2011-01	BL5141-Protestas_Puerta_del_Sol-Madrid-mayo_2011-01.jpg					Protestas Puerta del Sol Madrid mayo 2011-01		True								
5142	BL5142	Proudhon children	BL5142-Proudhon-children.jpg					Proudhon children		True								
5143	BL5143	Provisional Metis Government	BL5143-ProvisionalMetisGovernment.jpg					Provisional Metis Government		True								
5144	BL5144	Puerta del sol 2011	BL5144-Puertadelsol2011.jpg			2011		Puerta del sol 2011		True								
5145	BL5145	Pugachev	BL5145-Pugachev.jpg					Pugachev		True								
5146	BL5146	Pugachyov	BL5146-Pugachyov.jpg					Pugachyov		True								
5147	BL5147	Pullman Strikers outside Arcade Building	BL5147-PullmanStrikers_outsideArcadeBuilding.jpg					Pullman Strikers outside Arcade Building		True								
5148	BL5148	PWPW_walki_1944	BL5148-PWPW_walki_1944.jpg			1944		PWPW_walki_1944		True								
5149	BL5149	Randolph A Philip	BL5149-Randolph-APhilip.jpg					Randolph A Philip		True								
5150	BL5150	Randolph A Philip	BL5150-Randolph-APhilip.png					Randolph A Philip		True								
5151	BL5151	Rankin Harry	BL5151-Rankin-Harry.jpg					Rankin Harry		True								
5152	BL5152	RAWA protest against Taliban	BL5152-RAWA_protest_against_Taliban.jpg					RAWA protest against Taliban		True								
5153	BL5153	RCMP 1938 Sitdowner Strike	BL5153-RCMP1938SitdownerStrike.jpg					RCMP 1938 Sitdowner Strike		True								
5154	BL5154	Reclus Elisee	BL5154-Reclus-Elisee.jpg					Reclus Elisee		True								
5155	BL5155	Reclus Elisee	BL5155-Reclus-Elisee-1905.png			1905		Reclus Elisee		True								
5156	BL5156	Reesor	BL5156-Reesor_detailed.jpg					Reesor		True								
5157	BL5157	Reichstagsbrand	BL5157-Reichstagsbrand.jpg					Reichstagsbrand		True								
5158	BL5158	Reich Wilhelm	BL5158-Reich-Wilhelm.JPG					Reich Wilhelm		True								
5159	BL5159	Reich Wilhelm Museum	BL5159-Reich-Wilhelm_Museum.jpg					Reich Wilhelm Museum		True								
5160	BL5160	Remarque Erich Maria	BL5160-Remarque-Erich_Maria_1.jpg					Remarque Erich Maria		True								
5161	BL5161	Retreat of Lt Brady	BL5161-Retreat_of_Lt_Brady.jpg					Retreat of Lt Brady		True								
5162	BL5162	Revolte des Canuts Lyon 1831	BL5162-Revolte_des_Canuts-Lyon_1831-1.jpg			1831		Revolte des Canuts Lyon 1831		True								
5163	BL5163	Riel Louis	BL5163-Riel-Louis.jpg					Riel Louis		True								
5164	BL5164	Robeson Paul	BL5164-Robeson-Paul_1942.jpg			1942		Robeson Paul		True								
5165	BL5165	Robinson Jackie	BL5165-Robinson-Jackie.jpg					Robinson Jackie		True								
5166	BL5166	Rocker Rudolf	BL5166-Rocker-Rudolf.jpg					Rocker Rudolf		True								
5167	BL5167	Rogers Pass avalanche	BL5167-Rogers_Pass_avalanche.jpg					Rogers Pass avalanche		True								
5168	BL5168	Rogers Carl	BL5168-Rogers-Carl.jpg					Rogers Carl		True								
5169	BL5169	Rohrbach verbrennung 1525	BL5169-Rohrbach-verbrennung-1525.jpg			1525		Rohrbach verbrennung 1525		True								
5170	BL5170	Romanian Revolution 1989	BL5170-RomanianRevolution1989.jpg			1989		Romanian Revolution 1989		True								
5171	BL5171	Romero Oscar	BL5171-Romero-Oscar.jpg					Romero Oscar		True								
5172	BL5172	Romero Oscar	BL5172-Romero-Oscar.jpg					Romero Oscar		True								
5173	BL5173	Rosariazo	BL5173-Rosariazo_4.jpg					Rosariazo		True								
5174	BL5174	Rosenberg Julius Ethel	BL5174-Rosenberg-Julius-Ethel_.jpg					Rosenberg Julius Ethel		True								
5175	BL5175	Rugendas Negres a fond cale	BL5175-Rugendas-Negres_a_fond_cale.jpg					Rugendas Negres a fond cale		True								
5176	BL5176	Russell Bertrand	BL5176-Russell-Bertrand.jpg					Russell Bertrand		True								
5177	BL5177	Rustin Bayard NYWTS	BL5177-Rustin-Bayard_NYWTS.jpg					Rustin Bayard NYWTS		True								
5178	BL5178	Sacco Vanzetti Save	BL5178-SaccoVanzetti-Save.jpg					Sacco Vanzetti Save		True								
5179	BL5179	Sacco e Vanzetti	BL5179-Sacco_e_Vanzetti.PNG					Sacco e Vanzetti		True								
5180	BL5180	Sacco Vanzetti	BL5180-SaccoVanzetti.jpg					Sacco Vanzetti		True								
5181	BL5181	Saint Eustache Patriotes	BL5181-Saint-Eustache-Patriotes.jpg					Saint Eustache Patriotes		True								
5182	BL5182	Salt March end	BL5182-Salt_March_end.jpg					Salt March end		True								
5183	BL5183	San Domingo	BL5183-San_Domingo.jpg					San Domingo		True								
5184	BL5184	Sankara Thomas	BL5184-Sankara-Thomas.jpg					Sankara Thomas		True								
5185	BL5185	Sans culotte	BL5185-Sans-culotte.jpg					Sans culotte		True								
5186	BL5186	Scholl Denkmal Munchen	BL5186-Scholl-Denkmal_Munchen.jpg					Scholl Denkmal Munchen		True								
5187	BL5187	Schweitzer Albert	BL5187-Schweitzer-Albert.jpg					Schweitzer Albert		True								
5188	BL5188	Scopes John T	BL5188-Scopes-John_T.jpg					Scopes John T		True								
5189	BL5189	Scott Dred	BL5189-Scott-Dred.jpg					Scott Dred		True								
5190	BL5190	Seattle Demo 2007-03-18	BL5190-SeattleDemo-2007-03-18.jpg			2007		Seattle Demo 2007-03-18		True								
5191	BL5191	Security forces Cairo	BL5191-Security_forces_cairo.jpg					Security forces Cairo		True								
5192	BL5192	Seeger Pete	BL5192-Seeger-Pete.jpg					Seeger Pete		True								
5193	BL5193	Seeger Pete	BL5193-Seeger-Pete2.jpg					Seeger Pete		True								
5194	BL5194	Selma Heschel March	BL5194-SelmaHeschelMarch.jpg					Selma Heschel March		True								
5195	BL5195	Selma Montgomery	BL5195-SelmaMontgomery.jpg					Selma Montgomery		True								
5196	BL5196	Semaine Barricades Alger 1960	BL5196-SemaineBarricades_Alger1960.jpg			1960		Semaine Barricades Alger 1960		True								
5197	BL5197	Seminole War in Everglades	BL5197-Seminole_War_in_Everglades.jpg					Seminole War in Everglades		True								
5198	BL5198	Semmelweis Ignaz	BL5198-Semmelweis-Ignaz_1860.jpg			1860		Semmelweis Ignaz		True								
5199	BL5199	Sepoy Mutiny	BL5199-SepoyMutiny.jpg					Sepoy Mutiny		True								
5200	BL5200	Serment du jeu de paume	BL5200-Serment_du_jeu_de_paume.jpg					Serment du jeu de paume		True								
5201	BL5201	Shadd Mary Ann	BL5201-Shadd-Mary_Ann.jpg					Shadd Mary Ann		True								
5202	BL5202	Shahn Ben artist	BL5202-Shahn-Ben_artist.jpg					Shahn Ben artist		True								
5203	BL5203	Shankill Troubles	BL5203-ShankillTroubles.jpg					Shankill Troubles		True								
5204	BL5204	Sharpville massacre	BL5204-Sharpville-massacre.jpg					Sharpville massacre		True								
5205	BL5205	Shays Daniel Shattuck Job	BL5205-Shays-Daniel_Shattuck-Job.jpg					Shays Daniel Shattuck Job		True								
5206	BL5206	Shelley Percy Bysshe	BL5206-Shelley-Percy_Bysshe_byAlfredClint.jpg					Shelley Percy Bysshe		True								
5207	BL5207	Shiva Vandana Rishikesh	BL5207-Shiva-Vandana_Rishikesh_2007.jpg			2007		Shiva Vandana Rishikesh		True								
5208	BL5208	Siege La Rochelle par Duc dAnjou 1573	BL5208-Siege_La_Rochelle_parDucdAnjou1573.jpg			1573		Siege La Rochelle par Duc dAnjou 1573		True								
5209	BL5209	Sinclair Upton Beall Jr	BL5209-Sinclair-Upton-Beall_Jr.jpg					Sinclair Upton Beall Jr		True								
5210	BL5210	Singer Daniel journalist	BL5210-Singer-Daniel_journalist.jpg					Singer Daniel journalist		True								
5211	BL5211	Sojourner Truth c1864	BL5211-Sojourner_Truth_c1864.jpg			1864		Sojourner Truth c1864		True								
5212	BL5212	Sojourner Truth c1870	BL5212-Sojourner_Truth_c1870.jpg			1870		Sojourner Truth c1870		True								
5213	BL5213	Stanton Elizabeth	BL5213-Stanton-Elizabeth.jpg					Stanton Elizabeth		True								
5214	BL5214	Still William abolitionist	BL5214-Still-William_abolitionist.jpg					Still William abolitionist		True								
5215	BL5215	Stone IF	BL5215-Stone-IF-April1972.jpg			1972		Stone IF		True								
5216	BL5216	Stonewall Inn	BL5216-Stonewall_Inn_1969.jpg			1969		Stonewall Inn		True								
5217	BL5217	Stonewall riots	BL5217-Stonewall_riots.jpg					Stonewall riots		True								
5218	BL5218	Strike1902	BL5218-Strike1902.JPG			1902		Strike1902		True								
5219	BL5219	Warsaw Ghetto Uprising	BL5219-Warsaw_Ghetto_Uprising.jpg					Warsaw Ghetto Uprising		True								
5220	BL5220	Summit Americas	BL5220-SummitAmericas.jpg					Summit Americas		True								
5221	BL5221	Survivors Liberation Dachau	BL5221-SurvivorsLiberationDachau.jpg					Survivors Liberation Dachau		True								
5222	BL5222	Tahrir Square	BL5222-Tahrir_Square.jpg					Tahrir Square		True								
5223	BL5223	Take Back The Night	BL5223-TakeBackTheNight.jpg					Take Back The Night		True								
5224	BL5224	Tank Man Long Shot	BL5224-TankManLongShot_byStuartFranklin.jpg		Stuart Franklin			Tank Man Long Shot		True								
5225	BL5225	Tecumseh	BL5225-Tecumseh.jpg					Tecumseh		True								
5226	BL5226	Tecumseh	BL5226-Tecumseh.jpg					Tecumseh		True								
5227	BL5227	Terkel Studs	BL5227-Terkel-Studs.jpg					Terkel Studs		True								
5228	BL5228	Tet Offensive	BL5228-TetOffensive.jpg					Tet Offensive		True								
5229	BL5229	Than tapiobicskei utkzet2 1849 Aprilis 4	BL5229-Than_tapiobicskei_utkzet2_1849Aprilis4.jpg			1894		Than tapiobicskei utkzet2 1849 Aprilis 4		True								
5230	BL5230	Thompson EP	BL5230-Thompson-EP.jpg					Thompson EP		True								
5231	BL5231	Thoreau Henry David 1861	BL5231-Thoreau-Henry-David1861.jpg			1861		Thoreau Henry David 1861		True								
5232	BL5232	Tiller George	BL5232-Tiller-George.jpg					Tiller George		True								
5233	BL5233	Tompkins Square Riot 1874	BL5233-TompkinsSquareRiot_1874.jpg			1874		Tompkins Square Riot 1874		True								
5234	BL5234	Toussaint Louverture	BL5234-Toussaint_Louverture.jpg					Toussaint Louverture		True								
5235	BL5235	Traven B	BL5235-Traven-B.jpg					Traven B		True								
5236	BL5236	Tresca Carlo	BL5236-Tresca-Carlo--1910.jpg			1910		Tresca Carlo		True								
5237	BL5237	Triangle Shirtwaist Factory Fire	BL5237-TriangleShirtwaistFactoryFire.jpg					Triangle Shirtwaist Factory Fire		True								
5238	BL5238	Triangle Shirtwaist Factory Fire	BL5238-TriangleShirtwaistFactoryFire_March25-sm.jpg					Triangle Shirtwaist Factory Fire		True								
5239	BL5239	Trotsky	BL5239-Trotsky_militant.jpg					Trotsky		True								
5240	BL5240	Trotsky	BL5240-Trotsky_Portrait.jpg					Trotsky		True								
5241	BL5241	Trotsky	BL5241-TrotskyDB.jpg					Trotsky		True								
5242	BL5242	Trotzky	BL5242-Trotzki-BundesarchivBild183-R15068.jpg					Trotzky		True								
5243	BL5243	Tubman Harriet	BL5243-Tubman-Harriet.jpg					Tubman Harriet		True								
5244	BL5244	Tubman Harriet Civil War	BL5244-Tubman-Harriet_Civil_War.jpg					Tubman Harriet Civil War		True								
5245	BL5245	Calendars 1800-2050	BL5245-Calendars-1800-2050.jpg					Calendars 1800-2050										
5246	BL5246	Cuts & Muzzlings Harper Years	BL5246-Cuts&Muzzlings-HarperYears.jpg					Cuts & Muzzlings Harper Years										
5247	BL5247	Southern Ontario Map	BL5247-SouthernOntarioMap.jpg					Southern Ontario Map										
5248	BL5248	Toronto Downtown West Map	BL5248-TorontoDowntownWestMap.jpg					Toronto Downtown West Map										
5249	BL5249	Ancient Library Alexandria	BL5249-AncientLbraryAlex.jpg					Ancient Library Alexandria										
5250	BL5250	Anti Military Poster	BL5250-AntiMilitaryPoster.jpg					Anti Military Poster										
5251	BL5251	Billy Bishop Goes South	BL5251-BillyBishopGoesSouth.jpg					Billy Bishop Goes South										
5252	BL5152	Bird Mnemonics	BL5252-BirdMnemonics.jpg					Bird Mnemonics										
5253	BL5253	Doorways to Demonic Possession	BL5253-DoorwaystoDemonicPossession.jpg					Doorways to Demonic Possession										
5254	BL5254	Grassy Narrows	BL5254-GrassyNarrows-24x36.jpg					Grassy Narrows										
